"","ME","ME.se","MAE","MAE.se","RMSE","RMSE.se","Rsq","Model"
"159",0.000597471816053297,0.000579877924430635,0.0754236570345831,0.000382927403883069,0.100436231873841,0.000110852452932711,0.600770771427907,"Dry SR+VI"
"160",-8.67250372916315e-06,0.000609575035778926,0.0791860632627445,0.00040317908059161,0.105577974213897,0.000124654995529141,0.561618851955734,"Dry VI"
"161",0.0010135788111713,0.000545471480689948,0.0708621774288174,0.000360805511894248,0.0944807194676061,9.82857571984885e-05,0.645889310660378,"Dry & Wet SR"
"162",0.00110337467639942,0.000546655962481582,0.0709859194013471,0.000361794741407754,0.0946868629203325,9.86734968357049e-05,0.644357786882561,"Dry & Wet SR+VI"
"163",0.000105283824163082,0.000592533180684754,0.0771165901348339,0.000390960919904312,0.102626390367756,0.000114574740233184,0.583435194031075,"Dry & Wet VI"
"164",0.000338029807828305,0.000809378646834528,0.109428968706873,0.000505879779248196,0.140184228410737,0.000178781066357421,0.239068845056177,"PALSAR"
"165",0.000815893451710158,0.00056801019199965,0.0738303783770283,0.000375430636401401,0.0983823549089597,0.000106854020710925,0.616010951506762,"PALSAR & Dry SR"
"166",0.00115754304284745,0.000582128143575295,0.0758650287987095,0.000383477463097808,0.100830835689374,0.000112107602584329,0.596741065657765,"PALSAR & Wet SR"
"167",0.00103518607571891,0.000545012790322791,0.0708427296696748,0.000360241260882788,0.0944015136573094,9.76512292144387e-05,0.646556814700203,"PALSAR & Wet+Dry SR"
"168",0.00130997717160989,0.000544777188252214,0.0706628609009857,0.000361091349671782,0.0943641246503146,9.82209491248833e-05,0.646780897085333,"All"
"169",0.000970129291915116,0.000591593674888439,0.0773850750367301,0.000387796527558124,0.102468207116798,0.000113877994150385,0.583679700944014,"Wet SR"
"170",0.000902581818838275,0.000595897134400528,0.0778382871614699,0.000391340161358602,0.103212917363831,0.000115912769594128,0.577670676231873,"Wet SR+VI"
"171",-0.00021839220416475,0.000641864641919204,0.0837133571602002,0.000422349020813328,0.111170725782914,0.000132687223456203,0.511096151677422,"Wet VI"
"172",0.000563773616887779,0.000575745731099323,0.0749260069632636,0.000379935585040793,0.0997203553983346,0.000108885696071237,0.60591381796894,"Dry SR"
"173",0.000472510843031257,0.000579639741004158,0.0753946166573502,0.000382751571266139,0.100394313497225,0.000110648612215588,0.601088522636017,"Dry SR+VI"
"174",-1.20226746199535e-05,0.000609762403662358,0.0791953689555686,0.000403401420968163,0.105610426529627,0.000124773564045199,0.561402328845404,"Dry VI"
"175",0.00103558199642159,0.000545401204624239,0.0708251712719591,0.000360943550530246,0.0944687870425487,9.83073515554705e-05,0.645980185658624,"Dry & Wet SR"
"176",0.00111436344337855,0.000546486830701035,0.0709601093252079,0.000361709125569111,0.094657700130848,9.84760160539383e-05,0.644578363158617,"Dry & Wet SR+VI"
"177",0.000141069020714336,0.000592673439178479,0.0771377997059677,0.000391034406603105,0.102650725969605,0.000114517503185764,0.583281522612456,"Dry & Wet VI"
"178",0.000289553157329015,0.000809782542207621,0.109512093386567,0.000505925509627687,0.140254074149119,0.000178901574416318,0.238269833110601,"PALSAR"
"179",0.000803162288279912,0.000567997630163651,0.0738667876778899,0.000375171882796143,0.0983800745232045,0.000106685419507013,0.616027927252279,"PALSAR & Dry SR"
"180",0.00116508024933388,0.000582010609550437,0.0758223406029878,0.000383581254443276,0.10081056704615,0.000112171851547708,0.596899989381772,"PALSAR & Wet SR"
"181",0.000881898110721901,0.000545046747209816,0.0708223579381666,0.000360412527628308,0.094405838228811,9.77893172050112e-05,0.646530195500789,"PALSAR & Wet+Dry SR"
"182",0.00130840074444361,0.000544449691824392,0.0706642357310781,0.000360587895212223,0.0943073860808604,9.7814243758072e-05,0.647206041299478,"All"
"183",0.000883540472399454,0.000591505305340966,0.0773875855801352,0.000387638095770311,0.102452118934208,0.000113890574218779,0.583813242652497,"Wet SR"
"184",0.000930940392910851,0.000596212995344646,0.0778838064989509,0.000391521521252483,0.103267873923494,0.000115939972834188,0.577214742917934,"Wet SR+VI"
"185",-0.000135730040059202,0.000642086537215502,0.0837251455528507,0.00042260717403613,0.111209026210119,0.000132773707502363,0.510837229054802,"Wet VI"
"186",0.000599076777315903,0.00057595964581597,0.0749462547427896,0.000380128431695117,0.0997576104475826,0.000108998907798653,0.60562399180351,"Dry SR"
"187",0.000516192176965034,0.000579652040979104,0.0754155019212313,0.000382634900334781,0.100396658907175,0.000110473427888866,0.601072152903811,"Dry SR+VI"
"188",1.50303758629465e-06,0.000609596311813388,0.0791829677527979,0.000403231509077442,0.10558165886283,0.00012469280559618,0.56156747880943,"Dry VI"
"189",0.000952610089280097,0.000545549937762391,0.07085360557349,0.000360974673024527,0.0944936730913213,9.84374155644231e-05,0.645786026372892,"Dry & Wet SR"
"190",0.0012177596886153,0.000546301348140899,0.0709092250291225,0.000361772695785916,0.0946268510400201,9.87685551846096e-05,0.64482371511203,"Dry & Wet SR+VI"
"191",0.000167363085776141,0.000592705654671857,0.0771655449877731,0.000390901073455274,0.102656345165879,0.000114418428870847,0.583210476104395,"Dry & Wet VI"
"192",0.000344193479549354,0.000809382525470029,0.109448178218468,0.000505747575079752,0.140184915183815,0.000178730413889909,0.238912068627716,"PALSAR"
"193",0.000791829331736374,0.000567964046914531,0.0738311035265886,0.000375354344533866,0.098374166248052,0.000106803799092273,0.616073624361601,"PALSAR & Dry SR"
"194",0.00114800960090731,0.000582803189520809,0.0759165015013451,0.000384161654278798,0.100947636616204,0.000112537730172448,0.595800862716748,"PALSAR & Wet SR"
"195",0.000992192382552018,0.000544616059422103,0.0707594890970465,0.000360182590896892,0.0943323422683515,9.74260662094619e-05,0.647088615507686,"PALSAR & Wet+Dry SR"
"196",0.00119739465355128,0.000545017168698834,0.0707128235707869,0.000361114408542117,0.0944041900120053,9.809748395815e-05,0.646469450153494,"All"
"197",0.000899531333236465,0.000591513435050122,0.077385193874882,0.000387667642748486,0.102453666091925,0.000113732571469706,0.583790999591438,"Wet SR"
"198",0.00084175175609427,0.000595720874892834,0.0777976735700709,0.000391336508152926,0.103181876329081,0.00011587929503208,0.577888159612896,"Wet SR+VI"
"199",-0.000157592210972412,0.000641927769223466,0.0837054879970239,0.00042249602778238,0.111181556563081,0.000132679220866892,0.511017443194481,"Wet VI"
"200",0.00055544727038926,0.000575784231741116,0.0749367004738124,0.000379923216705589,0.0997269768535994,0.000108767783513371,0.60587552428339,"Dry SR"
"201",0.000580156622822721,0.000579842682453651,0.0754158309510439,0.000382924533158747,0.100430026578138,0.000110821538214334,0.600845658859166,"Dry SR+VI"
"202",-3.71653970377507e-05,0.000609531921690722,0.0791688803200867,0.000403226437696533,0.105570513069413,0.000124586412481619,0.561643565715536,"Dry VI"
"203",0.00105917887991039,0.000545774819599189,0.0708981372969484,0.00036103303396293,0.0945337544523017,9.85423797730277e-05,0.64549546503199,"Dry & Wet SR"
"204",0.00113524792020455,0.000546647164172447,0.070968224416732,0.000361900440799397,0.094685715947705,9.87031942800411e-05,0.644371330322269,"Dry & Wet SR+VI"
"205",0.000111709169420638,0.000592599309210824,0.0770971018381783,0.000391189268582002,0.102637850568737,0.000114836743846562,0.583359577966407,"Dry & Wet VI"
"206",0.000321708330880696,0.000809791027853809,0.109485270987615,0.000506133217491359,0.140255613923324,0.000178988065250094,0.238403203753092,"PALSAR"
"207",0.000852253712506787,0.000567694165014012,0.0738286554618738,0.00037496633471044,0.0983279295662691,0.000106463078933071,0.616438170103948,"PALSAR & Dry SR"
"208",0.00117161988289719,0.000582493903175226,0.0758932761141746,0.00038384779235429,0.100894343309944,0.000112199981598569,0.596226900167832,"PALSAR & Wet SR"
"209",0.000984810973016533,0.00054450682710851,0.0707552802363638,0.000360044302958685,0.0943133469892589,9.76147514762538e-05,0.647222064105205,"PALSAR & Wet+Dry SR"
"210",0.00126235567235077,0.000544527948436128,0.0706682362861006,0.000360674445617065,0.0943203112765856,9.78493289541714e-05,0.647103956374271,"All"
"211",0.000883986704816187,0.000591419545647748,0.0773751543125567,0.000387589997922334,0.102437269817006,0.000113857756999724,0.583926362534264,"Wet SR"
"212",0.000855098664951623,0.000595966626117112,0.0778224466449974,0.00039154739353662,0.103224548556292,0.000115941876375507,0.577545480413376,"Wet SR+VI"
"213",-0.000122019366668498,0.000642058102229689,0.0837255286309607,0.000422561300572589,0.111204085404612,0.000132697630125002,0.510864920290945,"Wet VI"
