"","Predicted","Actual","Residual"
"1",0.29225206691079,0.2275,-0.0647520669107897
"2",0.477642871344346,0.523055555555556,0.04541268421121
"3",0.425667449446573,0.376944444444444,-0.0487230050021286
"4",0.483228673913044,0.426944444444444,-0.0562842294685991
"5",0.497078524920783,0.4325,-0.0645785249207833
"6",0.494142814814815,0.508055555555556,0.0139127407407406
"7",0.490811474235105,0.431388888888889,-0.059422585346216
"8",0.466747312996728,0.459444444444444,-0.00730286855228313
"9",0.452725618427142,0.622777777777778,0.170052159350636
"10",0.414596156199678,0.353888888888889,-0.060707267310789
"11",0.371050858631029,0.364722222222222,-0.00632863640880704
"12",0.398842449677938,0.56,0.161157550322062
"13",0.41558765016103,0.487777777777778,0.0721901276167474
"14",0.488523816425121,0.508888888888889,0.0203650724637679
"15",0.452786389291466,0.347222222222222,-0.105564167069243
"16",0.454776286231884,0.378333333333333,-0.0764429528985509
"17",0.468131352410264,0.451388888888889,-0.0167424635213756
"18",0.449285979468599,0.433888888888889,-0.0153970905797098
"19",0.550477218196457,0.707222222222222,0.156745004025765
"20",0.422525505233495,0.485555555555556,0.0630300503220609
"21",0.496242019433465,0.548188405797101,0.0519463863636361
"22",0.490042514090177,0.408611111111111,-0.0814314029790656
"23",0.457243061944834,0.280555555555556,-0.176687506389278
"24",0.606826831723027,0.691666666666667,0.0848398349436392
"25",0.457045601046698,0.450833333333333,-0.00621226771336481
"26",0.459117018518518,0.402222222222222,-0.0568947962962962
"27",0.452115584138487,0.557777777777778,0.105662193639291
"28",0.436618905504318,0.45,0.0133810944956818
"29",0.427355851553167,0.2925,-0.134855851553167
"30",0.434396046282415,0.476111111111111,0.0417150648286965
"31",0.453328166666666,0.438055555555556,-0.0152726111111106
"32",0.429234769371627,0.283333333333333,-0.145901436038294
"33",0.441654897342995,0.542777777777778,0.101122880434783
"34",0.454558954550502,0.555833333333333,0.101274378782831
"35",0.490018686795491,0.470277777777778,-0.019740909017713
"36",0.49819106742074,0.549722222222222,0.0515311548014821
"37",0.549295944444444,0.568611111111111,0.0193151666666668
"38",0.464371043880837,0.645555555555556,0.181184511674718
"39",0.508179871175523,0.491111111111111,-0.0170687600644122
"40",0.429130087553893,0.492777777777778,0.0636476902238846
"41",0.501271584437172,0.460833333333333,-0.0404382511038385
"42",0.495107305152979,0.509444444444444,0.0143371392914656
"43",0.497117420692431,0.728985507246377,0.231868086553946
"44",0.451484687930025,0.658333333333333,0.206848645403308
"45",0.429378444444444,0.401111111111111,-0.0282673333333332
"46",0.460243711221409,0.548611111111111,0.0883673998897017
"47",0.474389686392915,0.473055555555556,-0.00133413083735923
"48",0.370632164750958,0.275555555555556,-0.095076609195402
"49",0.474213509259259,0.376666666666667,-0.0975468425925926
"50",0.481422802334943,0.430833333333333,-0.0505894690016101
"51",0.221549885086497,0.257777777777778,0.036227892691281
"52",0.485093974637681,0.511388888888889,0.0262949142512078
"53",0.494108530816581,0.486944444444444,-0.00716408637213622
"54",0.498191447080671,0.427777777777778,-0.0704136693028932
"55",0.395237759259259,0.363055555555556,-0.0321822037037034
"56",0.454667411835749,0.464722222222222,0.0100548103864734
"57",0.439579051320845,0.408888888888889,-0.0306901624319564
"58",0.507655601046699,0.475833333333333,-0.0318222677133658
"59",0.459278346215781,0.452777777777778,-0.00650056843800367
"60",0.468605399355877,0.444166666666667,-0.0244387326892107
"61",0.451464859903381,0.263055555555556,-0.188409304347826
"62",0.223782324272672,0.151111111111111,-0.072671213161561
"63",0.486881835346215,0.551111111111111,0.0642292757648957
"64",0.400015166666667,0.401944444444444,0.00192927777777746
"65",0.466910000805153,0.266666666666667,-0.200243334138486
"66",0.474295286231884,0.431666666666667,-0.0426286195652177
"67",0.506262022544283,0.517777777777778,0.0115157552334949
"68",0.332814511922498,0.415833333333333,0.0830188214108356
"69",0.479686204911433,0.424722222222222,-0.054963982689211
"70",0.46689212586005,0.580555555555556,0.113663429695506
"71",0.448936365942029,0.439444444444444,-0.00949192149758488
"72",0.445974179549114,0.374166666666667,-0.071807512882447
"73",0.483115711755234,0.593333333333333,0.1102176215781
"74",0.290013731944685,0.1625,-0.127513731944685
"75",0.409957258343539,0.440277777777778,0.0303205194342389
"76",0.454183506882759,0.385833333333333,-0.0683501735494257
"77",0.479999642771804,0.4425,-0.0374996427718043
"78",0.467431028180354,0.463333333333333,-0.00409769484702088
"79",0.464579612721417,0.356666666666667,-0.107912946054751
"80",0.327625124201788,0.297222222222222,-0.0304029019795656
"81",0.47755218115942,0.432777777777778,-0.0447744033816423
"82",0.494974413958425,0.378333333333333,-0.116641080625092
"83",0.44664837817516,0.456944444444444,0.0102960662692849
"84",0.403342214170693,0.573333333333333,0.169991119162641
"85",0.476729283829412,0.462222222222222,-0.0145070616071898
"86",0.364804041062802,0.527222222222222,0.16241818115942
"87",0.435005159142651,0.530555555555556,0.0955503964129046
"88",0.509243181561997,0.446944444444444,-0.0622987371175522
"89",0.533968063607086,0.608333333333333,0.0743652697262477
"90",0.406963509259259,0.3225,-0.0844635092592593
"91",0.452314054347826,0.368611111111111,-0.0837029432367145
"92",0.495579920861254,0.526388888888889,0.0308089680276349
"93",0.460618990338164,0.396111111111111,-0.0645078792270531
"94",0.503144336553946,0.461111111111111,-0.0420332254428344
"95",0.469636826489533,0.405833333333333,-0.0638034931561995
"96",0.354052536079183,0.222222222222222,-0.131830313856961
"97",0.464058873513064,0.471388888888889,0.00733001537582489
"98",0.426719413848632,0.348611111111111,-0.0781083027375206
"99",0.49785234742351,0.373333333333333,-0.124519014090177
"100",0.481742690821256,0.501944444444444,0.0202017536231881
"101",0.453451447613111,0.466111111111111,0.0126596634980001
"102",0.480574345410628,0.415,-0.0655743454106281
"103",0.483212710950081,0.400555555555556,-0.0826571553945251
